attributeConfigurationNumber,modelName,numSimultaneousQueries,contextLevel,jsonResults,commonNameErrorRate,differenceToThinkingKey,avgInputTokens,avgOutputTokens,queriedSpecies,status
0,gpt-4.1-mini,8,1,,1.0,1.0,129.25,81.25,"[{""sex"": ""male"", ""speciesName"": ""Molothrus ater""}, {""sex"": ""male"", ""speciesName"": ""Diglossa baritula""}, {""sex"": ""female"", ""speciesName"": ""Pipilo erythrophthalmus""}, {""sex"": ""female"", ""speciesName"": ""Sialia currucoides""}, {""sex"": ""male"", ""speciesName"": ""Leiothlypis ruficapilla""}, {""sex"": ""male"", ""speciesName"": ""Coccothraustes vespertinus""}, {""sex"": ""male"", ""speciesName"": ""Dumetella carolinensis""}, {""sex"": ""male"", ""speciesName"": ""Mniotilta varia""}]",ok
0,gpt-4.1-mini,8,4,,1.0,1.0,229.625,81.25,"[{""sex"": ""male"", ""speciesName"": ""Sialia mexicana""}, {""sex"": ""male"", ""speciesName"": ""Vermivora chrysoptera""}, {""sex"": ""female"", ""speciesName"": ""Setophaga fusca""}, {""sex"": ""female"", ""speciesName"": ""Setophaga striata""}, {""sex"": ""male"", ""speciesName"": ""Icterus abeillei""}, {""sex"": ""male"", ""speciesName"": ""Bombycilla cedrorum""}, {""sex"": ""female"", ""speciesName"": ""Ramphocelus passerinii""}, {""sex"": ""female"", ""speciesName"": ""Cyanerpes cyaneus""}]",ok
0,gpt-4.1-mini,8,8,,1.0,1.0,316.375,81.25,"[{""sex"": ""female"", ""speciesName"": ""Junco hyemalis""}, {""sex"": ""male"", ""speciesName"": ""Auriparus flaviceps""}, {""sex"": ""male"", ""speciesName"": ""Thryothorus ludovicianus""}, {""sex"": ""male"", ""speciesName"": ""Passer domesticus domesticus""}, {""sex"": ""male"", ""speciesName"": ""Setophaga magnolia""}, {""sex"": ""male"", ""speciesName"": ""Setophaga pinus""}, {""sex"": ""male"", ""speciesName"": ""Sialia mexicana""}, {""sex"": ""male"", ""speciesName"": ""Icterus wagleri""}]",ok
0,gpt-4.1-mini,16,0,,1.0,1.0,45.8125,68.75,"[{""sex"": ""female"", ""speciesName"": ""Acanthis flammea""}, {""sex"": ""female"", ""speciesName"": ""Icterus galbula""}, {""sex"": ""female"", ""speciesName"": ""Pipilo maculatus""}, {""sex"": ""male"", ""speciesName"": ""Setophaga petechia""}, {""sex"": ""male"", ""speciesName"": ""Leiothlypis celata""}, {""sex"": ""male"", ""speciesName"": ""Diglossa baritula""}, {""sex"": ""female"", ""speciesName"": ""Junco hyemalis""}, {""sex"": ""male"", ""speciesName"": ""Setophaga fusca""}, {""sex"": ""male"", ""speciesName"": ""Vermivora cyanoptera""}, {""sex"": ""male"", ""speciesName"": ""Setophaga castanea""}, {""sex"": ""female"", ""speciesName"": ""Piranga bidentata""}, {""sex"": ""male"", ""speciesName"": ""Calamospiza melanocorys""}, {""sex"": ""male"", ""speciesName"": ""Setophaga pensylvanica""}, {""sex"": ""female"", ""speciesName"": ""Quiscalus major""}, {""sex"": ""female"", ""speciesName"": ""Coccothraustes vespertinus""}, {""sex"": ""male"", ""speciesName"": ""Loxia curvirostra""}]",ok
0,gpt-4.1-mini,16,1,,1.0,1.0,84.375,68.75,"[{""sex"": ""male"", ""speciesName"": ""Icterus abeillei""}, {""sex"": ""male"", ""speciesName"": ""Pachyramphus aglaiae""}, {""sex"": ""female"", ""speciesName"": ""Dolichonyx oryzivorus""}, {""sex"": ""male"", ""speciesName"": ""Molothrus ater""}, {""sex"": ""male"", ""speciesName"": ""Setophaga palmarum""}, {""sex"": ""male"", ""speciesName"": ""Junco hyemalis""}, {""sex"": ""male"", ""speciesName"": ""Bombycilla cedrorum""}, {""sex"": ""male"", ""speciesName"": ""Leiothlypis peregrina""}, {""sex"": ""male"", ""speciesName"": ""Icterus wagleri""}, {""sex"": ""female"", ""speciesName"": ""Pheucticus ludovicianus""}, {""sex"": ""female"", ""speciesName"": ""Quiscalus major""}, {""sex"": ""male"", ""speciesName"": ""Passer domesticus""}, {""sex"": ""male"", ""speciesName"": ""Setophaga citrina""}, {""sex"": ""female"", ""speciesName"": ""Corthylio calendula""}, {""sex"": ""male"", ""speciesName"": ""Pipilo maculatus""}, {""sex"": ""male"", ""speciesName"": ""Setophaga americana""}]",ok
0,gpt-4.1-mini,16,4,,1.0,1.0,167.375,68.75,"[{""sex"": ""male"", ""speciesName"": ""Regulus satrapa""}, {""sex"": ""male"", ""speciesName"": ""Zonotrichia leucophrys""}, {""sex"": ""male"", ""speciesName"": ""Icterus wagleri""}, {""sex"": ""female"", ""speciesName"": ""Pipilo erythrophthalmus""}, {""sex"": ""female"", ""speciesName"": ""Spinus tristis""}, {""sex"": ""male"", ""speciesName"": ""Ixoreus naevius""}, {""sex"": ""male"", ""speciesName"": ""Quiscalus major""}, {""sex"": ""female"", ""speciesName"": ""Pipilo maculatus""}, {""sex"": ""female"", ""speciesName"": ""Passerina caerulea""}, {""sex"": ""male"", ""speciesName"": ""Turdus migratorius""}, {""sex"": ""male"", ""speciesName"": ""Bombycilla cedrorum""}, {""sex"": ""male"", ""speciesName"": ""Euphonia hirundinacea""}, {""sex"": ""female"", ""speciesName"": ""Haemorhous purpureus""}, {""sex"": ""female"", ""speciesName"": ""Hirundo rustica""}, {""sex"": ""male"", ""speciesName"": ""Ramphocelus dimidiatus""}, {""sex"": ""male"", ""speciesName"": ""Pachyramphus aglaiae""}]",ok
0,gpt-4.1-mini,16,8,,1.0,1.0,240.0625,68.75,"[{""sex"": ""male"", ""speciesName"": ""Sporophila torqueola""}, {""sex"": ""female"", ""speciesName"": ""Cardellina pusilla""}, {""sex"": ""male"", ""speciesName"": ""Icterus spurius""}, {""sex"": ""female"", ""speciesName"": ""Setophaga coronata auduboni""}, {""sex"": ""male"", ""speciesName"": ""Bombycilla cedrorum""}, {""sex"": ""male"", ""speciesName"": ""Melanospiza bicolor""}, {""sex"": ""female"", ""speciesName"": ""Haemorhous mexicanus""}, {""sex"": ""male"", ""speciesName"": ""Mniotilta varia""}, {""sex"": ""female"", ""speciesName"": ""Pyrocephalus rubinus""}, {""sex"": ""male"", ""speciesName"": ""Sturnella magna""}, {""sex"": ""male"", ""speciesName"": ""Manacus candei""}, {""sex"": ""female"", ""speciesName"": ""Quiscalus quiscula""}, {""sex"": ""female"", ""speciesName"": ""Xanthocephalus xanthocephalus""}, {""sex"": ""male"", ""speciesName"": ""Cyanerpes cyaneus""}, {""sex"": ""female"", ""speciesName"": ""Setophaga magnolia""}, {""sex"": ""female"", ""speciesName"": ""Quiscalus major""}]",ok
0,gpt-4.1-mini,32,0,,1.0,1.0,31.46875,50.0,"[{""sex"": ""male"", ""speciesName"": ""Sitta carolinensis""}, {""sex"": ""male"", ""speciesName"": ""Icterus galbula""}, {""sex"": ""male"", ""speciesName"": ""Setophaga americana""}, {""sex"": ""male"", ""speciesName"": ""Amphispiza bilineata""}, {""sex"": ""male"", ""speciesName"": ""Cistothorus palustris""}, {""sex"": ""female"", ""speciesName"": ""Setophaga tigrina""}, {""sex"": ""female"", ""speciesName"": ""Haemorhous cassinii""}, {""sex"": ""female"", ""speciesName"": ""Pyrocephalus rubinus""}, {""sex"": ""female"", ""speciesName"": ""Geothlypis trichas""}, {""sex"": ""male"", ""speciesName"": ""Spinus psaltria hesperophilus""}, {""sex"": ""male"", ""speciesName"": ""Setophaga citrina""}, {""sex"": ""male"", ""speciesName"": ""Tiaris olivaceus""}, {""sex"": ""male"", ""speciesName"": ""Agelaius phoeniceus""}, {""sex"": ""female"", ""speciesName"": ""Pipilo maculatus""}, {""sex"": ""male"", ""speciesName"": ""Quiscalus quiscula""}, {""sex"": ""male"", ""speciesName"": ""Tachycineta thalassina""}, {""sex"": ""male"", ""speciesName"": ""Setophaga coronata""}, {""sex"": ""female"", ""speciesName"": ""Quiscalus major westoni""}, {""sex"": ""male"", ""speciesName"": ""Progne subis""}, {""sex"": ""female"", ""speciesName"": ""Piranga rubra""}, {""sex"": ""male"", ""speciesName"": ""Setophaga striata""}, {""sex"": ""female"", ""speciesName"": ""Icterus bullockii""}, {""sex"": ""male"", ""speciesName"": ""Junco hyemalis hyemalis""}, {""sex"": ""female"", ""speciesName"": ""Setophaga pinus""}, {""sex"": ""male"", ""speciesName"": ""Geothlypis trichas""}, {""sex"": ""male"", ""speciesName"": ""Polioptila caerulea""}, {""sex"": ""male"", ""speciesName"": ""Molothrus ater""}, {""sex"": ""male"", ""speciesName"": ""Setophaga occidentalis""}, {""sex"": ""male"", ""speciesName"": ""Polioptila melanura""}, {""sex"": ""male"", ""speciesName"": ""Setophaga pinus""}, {""sex"": ""male"", ""speciesName"": ""Bombycilla cedrorum""}, {""sex"": ""male"", ""speciesName"": ""Tityra semifasciata""}]",ok
0,gpt-4.1-mini,32,1,,1.0,1.0,69.65625,50.0,"[{""sex"": ""male"", ""speciesName"": ""Leiothlypis celata""}, {""sex"": ""male"", ""speciesName"": ""Passerina caerulea""}, {""sex"": ""male"", ""speciesName"": ""Ramphocelus dimidiatus""}, {""sex"": ""male"", ""speciesName"": ""Tyrannus forficatus""}, {""sex"": ""male"", ""speciesName"": ""Pachyramphus aglaiae""}, {""sex"": ""female"", ""speciesName"": ""Icterus bullockii""}, {""sex"": ""male"", ""speciesName"": ""Thamnophilus doliatus""}, {""sex"": ""male"", ""speciesName"": ""Spiza americana""}, {""sex"": ""female"", ""speciesName"": ""Passerina amoena""}, {""sex"": ""male"", ""speciesName"": ""Diglossa baritula""}, {""sex"": ""female"", ""speciesName"": ""Haemorhous purpureus""}, {""sex"": ""male"", ""speciesName"": ""Manacus candei""}, {""sex"": ""male"", ""speciesName"": ""Cardellina pusilla""}, {""sex"": ""male"", ""speciesName"": ""Piranga ludoviciana""}, {""sex"": ""male"", ""speciesName"": ""Sitta carolinensis""}, {""sex"": ""male"", ""speciesName"": ""Cardellina canadensis""}, {""sex"": ""male"", ""speciesName"": ""Chlorophonia elegantissima""}, {""sex"": ""female"", ""speciesName"": ""Sialia currucoides""}, {""sex"": ""male"", ""speciesName"": ""Volatinia jacarina""}, {""sex"": ""male"", ""speciesName"": ""Icterus abeillei""}, {""sex"": ""male"", ""speciesName"": ""Setophaga striata""}, {""sex"": ""female"", ""speciesName"": ""Sitta carolinensis""}, {""sex"": ""male"", ""speciesName"": ""Corthylio calendula""}, {""sex"": ""male"", ""speciesName"": ""Tachycineta bicolor""}, {""sex"": ""male"", ""speciesName"": ""Chlorophanes spiza""}, {""sex"": ""male"", ""speciesName"": ""Icteria virens""}, {""sex"": ""male"", ""speciesName"": ""Polioptila caerulea""}, {""sex"": ""male"", ""speciesName"": ""Passer domesticus domesticus""}, {""sex"": ""male"", ""speciesName"": ""Passerina cyanea""}, {""sex"": ""male"", ""speciesName"": ""Geothlypis trichas""}, {""sex"": ""male"", ""speciesName"": ""Turdus migratorius""}, {""sex"": ""male"", ""speciesName"": ""Pipilo maculatus""}]",ok
0,gpt-4.1-mini,32,4,,1.0,1.0,128.46875,50.0,"[{""sex"": ""male"", ""speciesName"": ""Vireo atricapilla""}, {""sex"": ""female"", ""speciesName"": ""Cyanerpes cyaneus""}, {""sex"": ""male"", ""speciesName"": ""Pipilo maculatus""}, {""sex"": ""male"", ""speciesName"": ""Leiothlypis luciae""}, {""sex"": ""male"", ""speciesName"": ""Loxia leucoptera""}, {""sex"": ""female"", ""speciesName"": ""Eremophila alpestris""}, {""sex"": ""male"", ""speciesName"": ""Setophaga virens""}, {""sex"": ""male"", ""speciesName"": ""Haemorhous mexicanus""}, {""sex"": ""male"", ""speciesName"": ""Regulus satrapa""}, {""sex"": ""male"", ""speciesName"": ""Ramphocelus dimidiatus""}, {""sex"": ""male"", ""speciesName"": ""Melospiza melodia""}, {""sex"": ""male"", ""speciesName"": ""Calamospiza melanocorys""}, {""sex"": ""female"", ""speciesName"": ""Pipilo erythrophthalmus""}, {""sex"": ""male"", ""speciesName"": ""Passerina versicolor""}, {""sex"": ""male"", ""speciesName"": ""Sturnella neglecta""}, {""sex"": ""male"", ""speciesName"": ""Sturnus vulgaris""}, {""sex"": ""male"", ""speciesName"": ""Dacnis cayana""}, {""sex"": ""female"", ""speciesName"": ""Passerina caerulea""}, {""sex"": ""male"", ""speciesName"": ""Sporophila morelleti""}, {""sex"": ""male"", ""speciesName"": ""Agelaius phoeniceus""}, {""sex"": ""female"", ""speciesName"": ""Euphagus carolinus""}, {""sex"": ""female"", ""speciesName"": ""Pyrocephalus rubinus""}, {""sex"": ""male"", ""speciesName"": ""Bombycilla cedrorum""}, {""sex"": ""female"", ""speciesName"": ""Phainopepla nitens""}, {""sex"": ""female"", ""speciesName"": ""Spizella passerina""}, {""sex"": ""male"", ""speciesName"": ""Pheucticus ludovicianus""}, {""sex"": ""female"", ""speciesName"": ""Setophaga ruticilla""}, {""sex"": ""male"", ""speciesName"": ""Cardellina pusilla""}, {""sex"": ""male"", ""speciesName"": ""Geothlypis formosa""}, {""sex"": ""male"", ""speciesName"": ""Setophaga tigrina""}, {""sex"": ""male"", ""speciesName"": ""Icterus spurius""}, {""sex"": ""male"", ""speciesName"": ""Junco hyemalis hyemalis""}]",ok
0,gpt-4.1-mini,32,8,,1.0,1.0,206.75,50.0,"[{""sex"": ""male"", ""speciesName"": ""Sialia mexicana""}, {""sex"": ""female"", ""speciesName"": ""Ramphocelus passerinii""}, {""sex"": ""male"", ""speciesName"": ""Passerina caerulea""}, {""sex"": ""male"", ""speciesName"": ""Dolichonyx oryzivorus""}, {""sex"": ""female"", ""speciesName"": ""Corthylio calendula""}, {""sex"": ""female"", ""speciesName"": ""Pheucticus melanocephalus""}, {""sex"": ""male"", ""speciesName"": ""Melanospiza bicolor""}, {""sex"": ""female"", ""speciesName"": ""Passerina caerulea""}, {""sex"": ""female"", ""speciesName"": ""Molothrus ater""}, {""sex"": ""male"", ""speciesName"": ""Polioptila melanura""}, {""sex"": ""male"", ""speciesName"": ""Setophaga pensylvanica""}, {""sex"": ""male"", ""speciesName"": ""Leiothlypis luciae""}, {""sex"": ""male"", ""speciesName"": ""Setophaga fusca""}, {""sex"": ""female"", ""speciesName"": ""Molothrus aeneus""}, {""sex"": ""female"", ""speciesName"": ""Ramphocelus dimidiatus""}, {""sex"": ""male"", ""speciesName"": ""Cyanerpes cyaneus""}, {""sex"": ""male"", ""speciesName"": ""Sturnus vulgaris""}, {""sex"": ""female"", ""speciesName"": ""Setophaga virens""}, {""sex"": ""male"", ""speciesName"": ""Passer domesticus""}, {""sex"": ""male"", ""speciesName"": ""Setophaga coronata auduboni""}, {""sex"": ""female"", ""speciesName"": ""Spinus pinus""}, {""sex"": ""female"", ""speciesName"": ""Sialia mexicana""}, {""sex"": ""male"", ""speciesName"": ""Cardellina pusilla""}, {""sex"": ""female"", ""speciesName"": ""Psaltriparus minimus""}, {""sex"": ""female"", ""speciesName"": ""Sitta carolinensis""}, {""sex"": ""female"", ""speciesName"": ""Volatinia jacarina""}, {""sex"": ""male"", ""speciesName"": ""Zonotrichia albicollis""}, {""sex"": ""female"", ""speciesName"": ""Passerina ciris""}, {""sex"": ""male"", ""speciesName"": ""Chlorophanes spiza""}, {""sex"": ""female"", ""speciesName"": ""Junco hyemalis""}, {""sex"": ""male"", ""speciesName"": ""Mniotilta varia""}, {""sex"": ""male"", ""speciesName"": ""Leiothlypis ruficapilla""}]",ok
1,gpt-4.1-mini,1,0,"[{""scientificName"": ""Setophaga coronata"", ""commonName"": ""Yellow-rumped Warbler"", ""crownColor"": ""gray"", ""throatColor"": ""white"", ""breastPattern"": ""streaked"", ""wingBars"": ""two"", ""billShape"": ""slender_straight"", ""tailShape"": ""notched"", ""bellyColor"": ""white"", ""backColor"": ""gray"", ""eyeMarking"": ""supercilium"", ""sizeClass"": ""small""}]",1.0,1.0,482.0,87.0,"[{""sex"": ""female"", ""speciesName"": ""Setophaga coronata""}]",ok
1,gpt-4.1-mini,1,1,"[{""scientificName"": ""Euphonia laniirostris"", ""commonName"": ""Thick-billed Euphonia"", ""crownColor"": ""black"", ""throatColor"": ""yellow"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""conical"", ""tailShape"": ""medium_square"", ""bellyColor"": ""yellow"", ""backColor"": ""black"", ""eyeMarking"": ""none"", ""sizeClass"": ""small""}]",1.0,1.0,594.0,85.0,"[{""sex"": ""male"", ""speciesName"": ""Euphonia laniirostris""}]",ok
1,gpt-4.1-mini,1,4,"[{""scientificName"": ""Setophaga castanea"", ""commonName"": ""Bay-breasted Warbler"", ""crownColor"": ""brown"", ""throatColor"": ""buff"", ""breastPattern"": ""streaked"", ""wingBars"": ""two"", ""billShape"": ""slender_straight"", ""tailShape"": ""medium_square"", ""bellyColor"": ""buff"", ""backColor"": ""brown"", ""eyeMarking"": ""supercilium"", ""sizeClass"": ""small""}]",1.0,1.0,694.0,88.0,"[{""sex"": ""female"", ""speciesName"": ""Setophaga castanea""}]",ok
1,gpt-4.1-mini,1,8,"[{""scientificName"": ""Pipilo maculatus"", ""commonName"": ""Spotted Towhee"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""spotted"", ""wingBars"": ""none"", ""billShape"": ""conical"", ""tailShape"": ""long_pointed"", ""bellyColor"": ""rufous"", ""backColor"": ""black"", ""eyeMarking"": ""eyering"", ""sizeClass"": ""medium""}]",1.0,1.0,916.0,84.0,"[{""sex"": ""male"", ""speciesName"": ""Pipilo maculatus""}]",ok
1,gpt-4.1-mini,8,0,"[{""scientificName"": ""Cardellina pusilla"", ""commonName"": ""Wilson's Warbler"", ""crownColor"": ""black"", ""throatColor"": ""yellow"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""slender_straight"", ""tailShape"": ""medium_square"", ""bellyColor"": ""yellow"", ""backColor"": ""olive"", ""eyeMarking"": ""none"", ""sizeClass"": ""small""}, {""scientificName"": ""Setophaga americana"", ""commonName"": ""Northern Parula"", ""crownColor"": ""gray"", ""throatColor"": ""yellow"", ""breastPattern"": ""streaked"", ""wingBars"": ""two"", ""billShape"": ""slender_straight"", ""tailShape"": ""medium_square"", ""bellyColor"": ""white"", ""backColor"": ""olive"", ""eyeMarking"": ""eyering"", ""sizeClass"": ""small""}, {""scientificName"": ""Polioptila melanura"", ""commonName"": ""Black-tailed Gnatcatcher"", ""crownColor"": ""gray"", ""throatColor"": ""white"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""slender_straight"", ""tailShape"": ""long_pointed"", ""bellyColor"": ""white"", ""backColor"": ""gray"", ""eyeMarking"": ""eyering"", ""sizeClass"": ""small""}, {""scientificName"": ""Quiscalus major"", ""commonName"": ""Boat-tailed Grackle"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""conical"", ""tailShape"": ""long_pointed"", ""bellyColor"": ""black"", ""backColor"": ""black"", ""eyeMarking"": ""none"", ""sizeClass"": ""large""}, {""scientificName"": ""Passerina ciris"", ""commonName"": ""Painted Bunting"", ""crownColor"": ""blue"", ""throatColor"": ""red"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""conical"", ""tailShape"": ""medium_square"", ""bellyColor"": ""red"", ""backColor"": ""green"", ""eyeMarking"": ""none"", ""sizeClass"": ""small""}, {""scientificName"": ""Ptiliogonys cinereus"", ""commonName"": ""Gray Silky-flycatcher"", ""crownColor"": ""gray"", ""throatColor"": ""buff"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""slender_straight"", ""tailShape"": ""long_pointed"", ""bellyColor"": ""buff"", ""backColor"": ""gray"", ""eyeMarking"": ""none"", ""sizeClass"": ""small""}, {""scientificName"": ""Passerina amoena"", ""commonName"": ""Lazuli Bunting"", ""crownColor"": ""blue"", ""throatColor"": ""white"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""conical"", ""tailShape"": ""medium_square"", ""bellyColor"": ""white"", ""backColor"": ""blue"", ""eyeMarking"": ""none"", ""sizeClass"": ""small""}, {""scientificName"": ""Sporophila torqueola"", ""commonName"": ""Black-headed Grosbeak"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""plain"", ""wingBars"": ""two"", ""billShape"": ""conical"", ""tailShape"": ""medium_square"", ""bellyColor"": ""buff"", ""backColor"": ""brown"", ""eyeMarking"": ""mask"", ""sizeClass"": ""small""}]",1.0,1.0,74.375,79.25,"[{""sex"": ""male"", ""speciesName"": ""Cardellina pusilla""}, {""sex"": ""male"", ""speciesName"": ""Setophaga americana""}, {""sex"": ""male"", ""speciesName"": ""Polioptila melanura""}, {""sex"": ""male"", ""speciesName"": ""Quiscalus major""}, {""sex"": ""male"", ""speciesName"": ""Passerina ciris""}, {""sex"": ""male"", ""speciesName"": ""Ptiliogonys cinereus""}, {""sex"": ""female"", ""speciesName"": ""Passerina amoena""}, {""sex"": ""female"", ""speciesName"": ""Sporophila torqueola""}]",ok
1,gpt-4.1-mini,8,1,,1.0,1.0,131.875,81.25,"[{""sex"": ""female"", ""speciesName"": ""Setophaga castanea""}, {""sex"": ""male"", ""speciesName"": ""Zonotrichia leucophrys""}, {""sex"": ""male"", ""speciesName"": ""Dolichonyx oryzivorus""}, {""sex"": ""male"", ""speciesName"": ""Passerina versicolor""}, {""sex"": ""female"", ""speciesName"": ""Setophaga caerulescens""}, {""sex"": ""male"", ""speciesName"": ""Coccothraustes vespertinus""}, {""sex"": ""male"", ""speciesName"": ""Icterus cucullatus""}, {""sex"": ""female"", ""speciesName"": ""Molothrus aeneus""}]",ok
1,gpt-4.1-mini,8,4,,1.0,1.0,230.125,81.25,"[{""sex"": ""female"", ""speciesName"": ""Sitta carolinensis""}, {""sex"": ""male"", ""speciesName"": ""Thryomanes bewickii""}, {""sex"": ""male"", ""speciesName"": ""Melanospiza bicolor""}, {""sex"": ""male"", ""speciesName"": ""Ixoreus naevius""}, {""sex"": ""male"", ""speciesName"": ""Haemorhous cassinii""}, {""sex"": ""male"", ""speciesName"": ""Cardinalis cardinalis""}, {""sex"": ""female"", ""speciesName"": ""Pinicola enucleator""}, {""sex"": ""male"", ""speciesName"": ""Icterus bullockii""}]",ok
1,gpt-4.1-mini,8,8,"[{""scientificName"": ""Tiaris olivaceus"", ""commonName"": ""Yellow-faced Grassquit"", ""crownColor"": ""olive"", ""throatColor"": ""yellow"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""conical"", ""tailShape"": ""short_square"", ""bellyColor"": ""olive"", ""backColor"": ""olive"", ""eyeMarking"": ""eyering"", ""sizeClass"": ""small""}, {""scientificName"": ""Sporophila torqueola"", ""commonName"": ""Cinnamon-rumped Seedeater"", ""crownColor"": ""rufous"", ""throatColor"": ""buff"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""conical"", ""tailShape"": ""medium_square"", ""bellyColor"": ""buff"", ""backColor"": ""rufous"", ""eyeMarking"": ""none"", ""sizeClass"": ""small""}, {""scientificName"": ""Passerina cyanea"", ""commonName"": ""Indigo Bunting"", ""crownColor"": ""blue"", ""throatColor"": ""blue"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""conical"", ""tailShape"": ""medium_square"", ""bellyColor"": ""blue"", ""backColor"": ""blue"", ""eyeMarking"": ""none"", ""sizeClass"": ""small""}, {""scientificName"": ""Geothlypis trichas"", ""commonName"": ""Common Yellowthroat"", ""crownColor"": ""olive"", ""throatColor"": ""yellow"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""slender_straight"", ""tailShape"": ""medium_square"", ""bellyColor"": ""yellow"", ""backColor"": ""olive"", ""eyeMarking"": ""mask"", ""sizeClass"": ""small""}, {""scientificName"": ""Spinus lawrencei"", ""commonName"": ""Lawrence's Goldfinch"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""plain"", ""wingBars"": ""one"", ""billShape"": ""conical"", ""tailShape"": ""notched"", ""bellyColor"": ""yellow"", ""backColor"": ""gray"", ""eyeMarking"": ""none"", ""sizeClass"": ""small""}, {""scientificName"": ""Diglossa baritula"", ""commonName"": ""Cinnamon-bellied Flowerpiercer"", ""crownColor"": ""rufous"", ""throatColor"": ""rufous"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""hooked"", ""tailShape"": ""medium_square"", ""bellyColor"": ""rufous"", ""backColor"": ""brown"", ""eyeMarking"": ""none"", ""sizeClass"": ""small""}, {""scientificName"": ""Polioptila melanura"", ""commonName"": ""Black-tailed Gnatcatcher"", ""crownColor"": ""gray"", ""throatColor"": ""white"", ""breastPattern"": ""plain"", ""wingBars"": ""two"", ""billShape"": ""slender_straight"", ""tailShape"": ""long_pointed"", ""bellyColor"": ""white"", ""backColor"": ""gray"", ""eyeMarking"": ""eyering"", ""sizeClass"": ""small""}, {""scientificName"": ""Cyanerpes cyaneus"", ""commonName"": ""Red-legged Honeycreeper"", ""crownColor"": ""blue"", ""throatColor"": ""blue"", ""breastPattern"": ""plain"", ""wingBars"": ""none"", ""billShape"": ""slender_curved"", ""tailShape"": ""medium_square"", ""bellyColor"": ""blue"", ""backColor"": ""blue"", ""eyeMarking"": ""none"", ""sizeClass"": ""small""}]",1.0,1.0,317.0,80.125,"[{""sex"": ""male"", ""speciesName"": ""Tiaris olivaceus""}, {""sex"": ""female"", ""speciesName"": ""Sporophila torqueola""}, {""sex"": ""male"", ""speciesName"": ""Passerina cyanea""}, {""sex"": ""female"", ""speciesName"": ""Geothlypis trichas""}, {""sex"": ""male"", ""speciesName"": ""Spinus lawrencei""}, {""sex"": ""male"", ""speciesName"": ""Diglossa baritula""}, {""sex"": ""male"", ""speciesName"": ""Polioptila melanura""}, {""sex"": ""female"", ""speciesName"": ""Cyanerpes cyaneus""}]",ok
1,gpt-4.1-mini,16,0,,1.0,1.0,46.0,68.75,"[{""sex"": ""female"", ""speciesName"": ""Volatinia jacarina""}, {""sex"": ""female"", ""speciesName"": ""Icterus cucullatus""}, {""sex"": ""male"", ""speciesName"": ""Agelaius phoeniceus""}, {""sex"": ""male"", ""speciesName"": ""Haemorhous purpureus""}, {""sex"": ""male"", ""speciesName"": ""Polioptila caerulea""}, {""sex"": ""female"", ""speciesName"": ""Psaltriparus minimus""}, {""sex"": ""male"", ""speciesName"": ""Sialia sialis""}, {""sex"": ""female"", ""speciesName"": ""Haemorhous mexicanus""}, {""sex"": ""male"", ""speciesName"": ""Thryothorus ludovicianus""}, {""sex"": ""male"", ""speciesName"": ""Turdus migratorius""}, {""sex"": ""male"", ""speciesName"": ""Ceratopipra mentalis""}, {""sex"": ""male"", ""speciesName"": ""Pachyramphus aglaiae""}, {""sex"": ""female"", ""speciesName"": ""Spinus psaltria""}, {""sex"": ""male"", ""speciesName"": ""Diglossa baritula""}, {""sex"": ""male"", ""speciesName"": ""Regulus satrapa""}, {""sex"": ""male"", ""speciesName"": ""Mniotilta varia""}]",ok
